"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"USA300HOU_RS06795",4425.74287054453,4.94419639675077,0.159298375677332,31.0373308938537,1.69127496001554e-211,1.18265495374745e-209
"USA300HOU_RS01075",3367.52287268316,4.87978893846282,0.161061468022499,30.297680744976,1.22989091305508e-201,8.39546963744983e-200
"USA300HOU_RS00275",16072.9152995401,6.12042215800836,0.202547382248408,30.2172365303746,1.40639650400235e-200,9.3770669231971e-199
"USA300HOU_RS13660",8731.22853273325,7.13577925799779,0.242176270921577,29.4652289047284,8.0345003051898e-191,5.23520735794981e-189
"USA300HOU_RS09455",16352.0051817631,4.31234237421037,0.149467326357247,28.8514050482398,4.86534481281928e-183,3.09976523963397e-181
"USA300HOU_RS03520",2759.76013828155,5.2907737654108,0.185216045810775,28.5654179812051,1.8075448079465e-179,1.12657194877883e-177
"USA300HOU_RS08425",175443.704202764,5.11230799054411,0.179292075962471,28.5138535158363,7.88847538021628e-179,4.81196998193193e-177
"USA300HOU_RS00440",3967.05690275541,5.17763766887488,0.18440095505818,28.0781499599137,1.81107580245336e-173,1.08174048450704e-171
"USA300HOU_RS04740",9434.88351226433,4.78035966210505,0.170437015450201,28.0476611813341,4.26570920243712e-173,2.49587515987494e-171
"USA300HOU_RS06045",13645.4218355727,-4.08567845683831,0.14643354278882,-27.9012470710381,2.57671066166527e-171,1.47748589339886e-169
"USA300HOU_RS13370",4117.01583335702,5.15886965989777,0.184931299038092,27.896141360231,2.97171389209746e-171,1.67056935855753e-169
"USA300HOU_RS08980",28146.9842831665,4.60550623148314,0.165605638969167,27.8100809860744,3.27620195902872e-170,1.80632134933372e-168
"USA300HOU_RS06020",3482.11596217685,-4.80416059304915,0.174893464512,-27.4690687067928,4.11272056162109e-166,2.22474902833352e-164
"USA300HOU_RS14000",9153.57631101363,5.18546081746525,0.189606026227416,27.3486076399583,1.12186872902409e-164,5.95629193724456e-163
"USA300HOU_RS15940",3962.508666581,4.48970810377886,0.164633007638002,27.2710082151382,9.36570929428696e-164,4.88208882667649e-162
"USA300HOU_RS01935",23930.406426411,-3.8001861069188,0.139861498210777,-27.171066773443,1.42768786215553e-162,7.3092519657141e-161
"USA300HOU_RS06050",3021.33617622265,-4.13040389801508,0.1534854152911,-26.9107256228963,1.64503326364643e-159,8.27422871381461e-158
"USA300HOU_RS13655",7083.17396320552,6.08825312744536,0.226652357797062,26.8616359724641,6.16824673183749e-159,3.04902816899622e-157
